Species1,extinction_risk,Primary.Lifestyle,RLM,Nest_Type,Nest_SBS,Flightlessness,Order,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,Family,Diet,Habitat_cat,Migration,IslandEndemic,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Min.Latitude,Max.Latitude,LAT,Elevational.Range,HB,DB,LogNightLights,LogHumanPopulationDensity,Range_size,Body_mass,Clutch_size
Zapornia astrictocarpus,Higher_risk,Insessorial,F,CV,T,Yes,Gruiformes,ArborealGleaning,NonCooperative,Cavity,strong,No,Rallidae,Invertebrate,Rocky,Sedentary,No,41.136048,25.19377127,8.988061683,12.199292,41.29314044,169.3531244,31.77016067,139.8377396,18.55911215,128.4207118,2.146024444,-11.53124134,0.894470467,1,1061.230823,2,2,0.86120114,3.161028063,546905.0785,389.8933502,3.155529883
Zapornia atra,Higher_risk,Terrestrial,O,CP-SP,T,Yes,Gruiformes,GroundForaging,NonCooperative,Cavity,weak,Yes,Rallidae,Invertebrate,Forest,Sedentary,Yes,22,11.4,2.8,5.4,30.4,80,19.7,60.3,24.5,39,1,-24.41,-24.32,3,40,3,1,0.668178086,0.462256002,41.11,77.4,3
Zapornia bicolor,Lower_risk,Terrestrial,I,HC,G-S,No,Gruiformes,GroundForaging,NonCooperative,ExposedGround,strong,No,Rallidae,Invertebrate,Forest,Sedentary,No,25.2,13.9,3.1,6.2,34.8,110,24.8,85.2,22.5,50.2,2,17.45,32.05,2,2600,5,2,1.219011605,4.794102702,1389774.52,57.3,8
Zapornia flavirostra,Lower_risk,Terrestrial,F,CP,G-S-Z,No,Gruiformes,GroundForaging,NonCooperative,ExposedGround,strong,No,Rallidae,Carnivore,Wetland,Sedentary,No,24.1,12.5,3.6,6.7,40.4,98.8,17.8,82,17.7,41,2,-34.84,19.72,2,1800,4,6,1.025294228,3.673754028,16710583.49,86.2,6
Zapornia fusca,Lower_risk,Terrestrial,IP,DM-PL,G-S-Z,No,Gruiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Rallidae,Invertebrate,Wetland,PartiallyMigratory,No,26,12.1,3,5.1,31,94.5,21,73.5,22.2,42.5,2,-10.32,47.9,2,2000,6,3,1.345371249,5.198262226,6674711.81,57.3,9
Zapornia monasa,Higher_risk,Terrestrial,O,SC,G,Yes,Gruiformes,GroundForaging,NonCooperative,ExposedGround,strong,No,Rallidae,No Information,Wetland,Sedentary,Yes,43.55052156,24.45145222,7.444760778,10.37076022,57.8650247,187.0055291,49.1230806,137.0381884,25.75661,86.04662571,2.286242222,-11.50429894,-0.089579378,1,1314.004656,3,0,0.958550159,3.260840927,823638.943,507.1570331,3.95784152
Zapornia nigra,Higher_risk,Terrestrial,O,SC,G,Yes,Gruiformes,GroundForaging,NonCooperative,ExposedGround,strong,No,Rallidae,No Information,Wetland,Sedentary,Yes,44.15377889,24.74635089,7.489482778,10.4969383,57.66180267,189.0140653,49.60313756,138.211846,25.48903111,86.66809349,2.266357778,-12.51555154,-4.576779356,1,1026.498041,1,0,0.869380751,2.904469873,537908.0117,482.5852215,3.84146845
Zapornia olivieri,Higher_risk,Terrestrial,M,CP,Z,No,Gruiformes,GroundForaging,NonCooperative,ExposedGround,strong,No,Rallidae,Invertebrate,Wetland,Sedentary,Yes,28,14.2,3.7,6.6,39.2,102,21.9,80.2,21.4,52,2,-22.19,-15.77,1,100,2,1,0.824555274,2.793648792,30532.17,86.2,3
Zapornia palmeri,Higher_risk,Terrestrial,O,CP,G-S-Z,Yes,Gruiformes,GroundForaging,NonCooperative,ExposedGround,strong,No,Rallidae,Invertebrate,Grassland,Sedentary,Yes,31.97193289,19.58927689,6.123593111,7.600374222,31.59878533,118.537134,27.07776667,89.65559089,22.39334089,83.53853022,2.337764444,-15.02233956,-9.968993956,1,12,2,5,0.792896047,2.623296459,261716.6072,46.3,4
Zapornia parva,Lower_risk,Terrestrial,P,HC,G-Z,No,Gruiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Rallidae,Invertebrate,Wetland,Migratory,No,19.4,11.1,2.4,4.7,28.6,100.9,43.8,55.8,44,52.9,1,35.65,63.76,2,2000,5,2,1.220037833,3.249467228,6785055.74,49.7,9
Zapornia paykullii,Lower_risk,Terrestrial,IP,SC,G-S-Z,No,Gruiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Rallidae,Invertebrate,Wetland,Migratory,No,28.5,14.1,3.7,7.3,35.8,126.4,37.5,89.7,29.4,53.4,2,32.27,53.85,2,1000,5,2,1.384801508,4.799999461,1588796.19,111,9
Zapornia pusilla,Lower_risk,Terrestrial,EAZFIM,HC-PL,Z,No,Gruiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Rallidae,Invertebrate,Wetland,Migratory,No,17.4,9.2,2.4,4.8,25,84.4,29.8,54.5,35.3,32.2,1,-47.29,63.86,2,2450,3,4,1.266472178,4.182696873,19543407.73,35.4,11
Zapornia sandwichensis,Higher_risk,Terrestrial,O,SC,G-Z,Yes,Gruiformes,GroundForaging,NonCooperative,ExposedGround,strong,No,Rallidae,No Information,Plains,Sedentary,Yes,43.08081867,24.57804444,7.882840333,11.244658,57.62820092,188.5915196,39.81183222,147.3396789,21.582272,99.00938349,2.283502222,-13.47542404,-8.787082044,1,735.3337293,2,0,0.76201826,2.489677476,182492.8689,516.2895629,3.757786753
Zapornia tabuensis,Lower_risk,Terrestrial,AOZ,CP,G-S-Z,No,Gruiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Rallidae,Carnivore,Wetland,Sedentary,No,19.3,9.5,2.3,4.7,24.4,80.4,24.2,57.5,29.5,35.6,2,-46.68,18.65,2,3300,7,5,1.02641296,3.577460716,2288129.09,42.2,6
Zaratornis stresemanni,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Woodland,Sedentary,No,18.1,9.2,6.2,7.2,25.8,112.5,23.7,88.8,21.1,84,2,-15.03,-7.93,1,1700,2,1,0.805030478,2.895911938,43849.89,52.1,3
Zavattariornis stresemanni,Higher_risk,Terrestrial,F,SP,T,No,Passeriformes,GroundForaging,Cooperative,Cavity,weak,No,Corvidae,Invertebrate,Grassland,Sedentary,No,35.7,24,7.9,9.7,40.3,140.8,35.6,105.1,25.3,121.8,3,3.67,5.07,1,500,3,1,0.472870805,3.04927304,4600.83,130,6
Zebrilus undulatus,Lower_risk,Terrestrial,L,PL,T,No,Pelecaniformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Ardeidae,Fish,Forest,Sedentary,No,45.2,34.2,8.7,10.3,39,141,24.7,116.8,17.4,55.6,1,-17.19,10.15,1,500,4,2,0.774596669,1.481604541,5812182.01,123,2
Zeledonia coronata,Lower_risk,Terrestrial,L,CR,G,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Zeledoniidae,Invertebrate,Forest,Sedentary,No,14.2,7.6,3.2,3.6,28.3,62.7,6.2,55.6,10.1,33.4,1,8.5,10.78,1,1980,3,1,1.035558076,3.186352633,5169.99,21,2
Zenaida asiatica,Lower_risk,Generalist,LN,PL,T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,none,No,Columbidae,Seed,Shrub,Sedentary,No,24,14.4,4.2,4.5,24.8,160.8,57,104.8,35.2,116.2,2,7.95,37.55,2,2592,6,2,1.263673986,3.96271612,2959489.41,153,2
Zenaida auriculata,Lower_risk,Terrestrial,L,CP,B-G-S-T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,none,No,Columbidae,Seed,Shrub,Sedentary,No,19,11.3,3.7,4,21,136.2,45.2,91.7,32.7,92.9,3,-55.05,14.1,2,3500,5,1,1.128180928,3.363841595,11530888.21,110.2,3
Zenaida aurita,Lower_risk,Generalist,L,PL,G-R-S-T-Z,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,none,No,Columbidae,Fruit,Woodland,Sedentary,No,22.1,8,2.8,4.5,22.9,149,50.1,98.8,33.6,96.4,3,12,26.93,2,1500,5,2,1.47004023,5.087596335,230577.71,156,3
Zenaida galapagoensis,Lower_risk,Generalist,L,SA,G-R-N,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,none,Yes,Columbidae,Seed,Rocky,Sedentary,Yes,20.3,12.6,3.8,4,22.9,125.4,45.3,78.8,36.6,64.9,3,-1.41,1.68,1,1600,3,2,0.642114135,0,8331.05,111,2
Zenaida graysoni,Higher_risk,Generalist,L,PL,T,No,Columbiformes,ArborealGleaning,NonCooperative,ExposedElevated,none,No,Columbidae,Fruit,Forest,Sedentary,No,22.4,11.6,4.3,4.2,29,147,38.8,108.2,26.4,134,1,-12.17106509,0.989796467,1,630,2,3,0.79219288,2.040280807,593055.6493,192,1.721159056
Zenaida macroura,Lower_risk,Terrestrial,N,PL,G-S-T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,none,No,Columbidae,Seed,Savanna,Sedentary,No,19.6,9.3,2.7,3.4,19.6,144.4,53.1,91.6,36.6,122.2,3,7.45,56.32,2,2500,5,1,1.44749186,3.618993327,11131808.01,118.9,2
Zenaida meloda,Lower_risk,Generalist,L,HC,T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,none,No,Columbidae,Seed,Plains,Sedentary,No,23.1,13.5,3.9,4.4,25,158,52.8,105.2,33.3,100.8,2,-30.48,-0.59,2,3000,3,1,1.183215957,4.104294893,265815.1,209.2,2
Zentrygon albifacies,Lower_risk,Terrestrial,L,PL,T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Columbidae,Seed,Forest,Sedentary,No,24.7,10.9,3.7,4.4,43.3,141.4,35.3,105,25.2,80.2,1,13,21.83,1,1700,1,3,1.273310431,4.507166045,192106.95,238,2
Zentrygon carrikeri,Higher_risk,Terrestrial,L,PL,T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Columbidae,Seed,Forest,Sedentary,No,25.2,10.9,5.7,4.9,42.1,146.5,33.9,112.6,23.1,92.5,1,18.29,18.57,1,1750,1,3,0.936811519,2.812484324,127.54,267,1
Zentrygon chiriquensis,Lower_risk,Terrestrial,L,HC,T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Columbidae,Seed,Forest,Sedentary,No,24.8,9.2,3.5,4.4,42.3,148.2,31.8,116.5,21.4,80.8,1,8.36,10.98,1,1900,1,3,1.302715214,4.49225148,16384.72,308,2
Zentrygon costaricensis,Lower_risk,Terrestrial,L,PL,S,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Columbidae,Seed,Forest,Sedentary,No,22.8,9.6,3.5,4.4,41.3,139.2,27.9,112.2,19.9,77.8,1,8.41,10.98,1,2000,1,2,1.278699782,4.452470555,16523.84,285.1,1
Zentrygon frenata,Lower_risk,Terrestrial,L,PL,S,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Columbidae,Seed,Forest,Sedentary,No,26.8,11.9,4.6,5.7,42.3,155.8,28.5,127.6,18.2,100.7,1,-24.36,6.06,1,2100,1,3,0.978453931,3.373412273,442995.43,307,1
Zentrygon goldmani,Lower_risk,Terrestrial,L,PL,T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Columbidae,Seed,Forest,Sedentary,No,19.9,10.8,5,5.2,42.1,141.5,26.1,115.4,18.4,85,1,7.07,9.38,1,850,1,1,0.9850092,3.322972845,6012.31,258,1.86294446
Zentrygon lawrencii,Lower_risk,Terrestrial,L,HC,S,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Columbidae,Seed,Forest,Sedentary,No,21.6,9.6,3.4,4.5,40.3,137.5,33.4,104.1,24.3,74.2,1,7.92,11.04,1,700,1,3,1.115562734,3.693874351,7970.03,220,1
Zentrygon linearis,Lower_risk,Terrestrial,L,CP,T,No,Columbiformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Columbidae,Seed,Forest,Sedentary,No,23.4,9.7,3.5,4.8,41.2,150.5,30.1,120.3,20,93.8,1,1.68,11.35,1,2500,1,1,1.240943968,4.374632947,162092.83,261,2
Zimmerius acer,Lower_risk,Insessorial,L,DM,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Forest,Sedentary,No,9.7,5.4,2.9,2.9,14.7,50.6,8.9,43.8,16.8,40.9,1,-11.12,8.41,1,800,1,2,0.810327087,1.939061796,2616255.56,7.1,2
Zimmerius albigularis,Lower_risk,Insessorial,L,SP,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Forest,Sedentary,No,9,5,3.2,3.1,14.6,49.6,7.2,42.4,14.6,44.5,1,-2.14,1.77,1,1600,2,2,1.110352557,3.893859035,72300.96,10.4,2.715277778
Zimmerius bolivianus,Lower_risk,Insessorial,L,SP,T,No,Passeriformes,AerialSallying,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Forest,Sedentary,No,11.1,5.3,2.9,3.3,16.3,57.5,8.5,48.9,14.9,50.5,1,-18.7,-11.54,1,1830,2,2,0.740082804,2.140066163,111971.31,11,2.715277778
Zimmerius chicomendesi,Lower_risk,Insessorial,L,PN,T,No,Passeriformes,AerialSallying,NonCooperative,Cavity,weak,No,Tyrannidae,Fruit,Woodland,Sedentary,No,7.4,4.2,2.6,2.3,12.5,41,4.1,36.9,10,35,1,-8.93,-7.64,1,500,2,2,1.070585919,3.498629323,19869.14,5.5,2.930447245
Zimmerius chrysops,Lower_risk,Insessorial,L,DM,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Forest,Sedentary,No,9.2,5.5,3.8,3.3,17,52.8,6.4,43.3,13.1,45.7,1,-8.42,11.31,1,1500,3,2,1.273470641,4.394449155,387308.82,10.4,2
Zimmerius cinereicapilla,Lower_risk,Insessorial,L,SP,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Forest,Sedentary,No,11.2,5.5,4.1,3.3,16.1,55.6,9.5,46.1,17.1,48,1,-14.73,-0.52,1,750,1,2,0.733836822,2.406945108,75707.76,11.8,2.715277778
Zimmerius gracilipes,Lower_risk,Insessorial,L,DM,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Forest,Sedentary,No,10,5.1,3.4,2.8,14.8,46.7,6.1,40.6,13.3,41.8,1,-17.23,8.06,1,500,1,2,0.92115587,2.815408719,3855220.6,7.1,2
Zimmerius improbus,Lower_risk,Insessorial,L,DM,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Forest,Sedentary,No,11.2,5.6,3.2,3.2,18,60.4,9.5,49.8,16,52.8,1,6.89,11.15,1,900,2,2,1.221428538,4.152140367,24090.83,10.9,2
Zimmerius parvus,Lower_risk,Insessorial,L,SP,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Forest,Sedentary,No,10.1,5,3.4,3.1,17,48.9,8.8,49.5,15.1,40,1,6.72,16.03,1,1400,3,2,1.229070385,4.324574288,223549.9,9.7,2
Zimmerius petersi,Lower_risk,Insessorial,L,DM,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Fruit,Forest,Sedentary,No,11.2,5.6,3.2,3.2,18,60.4,9.5,49.8,16,52.8,1,9.44,10.53,1,1600,2,2,1.309221341,4.435658038,11637.2,10.9,2
Zimmerius vilissimus,Lower_risk,Insessorial,L,SP,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Fruit,Forest,Sedentary,No,10.1,5.3,3.5,3.5,17,58.1,8.8,49.5,15.1,50.9,1,13.51,17.35,1,2000,2,2,1.570275645,5.215479088,71349.79,9.7,2
Zimmerius villarejoi,Lower_risk,Insessorial,L,PN,T,No,Passeriformes,AerialSallying,NonCooperative,Cavity,weak,No,Tyrannidae,Fruit,Forest,Sedentary,No,7.4,4.6,2.7,2.6,13.2,44.8,4.6,40.2,10.2,41.3,2,-6.9,-3.11,1,990,1,2,1.077912336,5.158480421,8523.6,6.1,2.715277778
Zimmerius viridiflavus,Lower_risk,Insessorial,L,SP,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Forest,Sedentary,No,9.8,5.3,3.3,3.2,16.9,54.3,6.1,46.9,11.5,52.8,1,-11.7,-2.96,1,1500,1,2,0.785137822,2.766319109,89059.91,9.6,2.715277778
Zonerodius heliosylus,Lower_risk,Terrestrial,A,PL,T,No,Pelecaniformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Ardeidae,Carnivore,Riparian,Sedentary,No,93.6,73.2,13,19.2,94.7,303,47.6,252.3,15.8,124.2,1,-10.73,-0.34,1,200,3,3,0.632455532,2.066862759,654108.95,802,3.732142857
Zonotrichia albicollis,Lower_risk,Terrestrial,N,CP,G-S-Z,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Passerellidae,Herbivore,Woodland,Migratory,No,13.6,8.4,5.1,6.3,23,72.8,14.3,58.1,19.7,70.4,2,40.7,65.85,3,1000,3,4,1.099229092,2.163323026,5662700.85,24.4,7
Zonotrichia atricapilla,Lower_risk,Generalist,N,CP,G-S-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Passerellidae,Seed,Shrub,Migratory,No,15.4,8.8,4.7,6.3,24.2,78.2,18.1,60.9,22.9,76.2,2,50.22,68.06,4,2000,7,4,0.642114135,0.336472237,1675616.7,32,5
Zonotrichia capensis,Lower_risk,Generalist,L,CP,G-S-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Passerellidae,Omnivore,Shrub,Sedentary,No,13.6,8.7,5.3,6.5,23.8,63.9,11.4,56.8,16.8,59.4,3,-55.72,19.19,2,4600,3,3,1.085809657,3.218875825,12703362.39,20.3,5
Zonotrichia leucophrys,Lower_risk,Generalist,LN,CP,S-G,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Passerellidae,Seed,Shrub,Migratory,No,15.4,8.4,4.5,6,22.8,78.7,18.5,60.9,23.4,70.6,2,33.38,70.64,5,2600,7,3,0.779920671,1.098612289,7364178.61,28,7
Zonotrichia querula,Lower_risk,Terrestrial,N,CP,G,No,Passeriformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Passerellidae,Herbivore,Shrub,Migratory,No,16,9.2,5.1,7.5,24.3,86.9,20.5,66.3,23.7,80.9,2,55.45,70.58,3,1000,7,4,0.53182959,0,1699160.3,35.5,5
Zoonavena grandidieri,Lower_risk,Aerial,M,CR-CV,R-T,No,Caprimulgiformes,AerialScreaning,NonCooperative,Cavity,none,No,Apodidae,Invertebrate,Forest,Sedentary,Yes,4.7,2.4,1.5,1.7,9.9,124.5,85.5,39,68.7,42.2,1,-25.61,-11.36,1,1950,2,1,0.911406817,3.349904087,592268.37,8,2.350877193
Zoonavena sylvatica,Lower_risk,Aerial,I,SC,T,No,Caprimulgiformes,AerialScreaning,NonCooperative,Cavity,none,No,Apodidae,Invertebrate,Forest,Sedentary,No,4.7,2,1.8,1.5,10.8,110.6,76.8,34.2,69.2,30.4,1,8.77,31.06,2,1770,2,1,1.235489276,5.680513848,735766.35,16,5
Zoonavena thomensis,Lower_risk,Aerial,F,CP,T,No,Caprimulgiformes,AerialScreaning,NonCooperative,Cavity,none,Yes,Apodidae,Invertebrate,Forest,Sedentary,Yes,4.8,2.4,1.6,1.7,8.9,109.5,74.2,35.2,67.8,40.2,1,-0.01,1.7,1,1500,4,1,1.128180928,4.951592753,1008.51,8,4
Zoothera andromedae,Lower_risk,Terrestrial,IW,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,28.1,18.1,4.9,6.7,31.4,120.8,32.5,88.4,26.8,69.8,1,-9.75,16.53,1,1750,1,1,0.809780126,3.945457782,132967.79,90.5,3
Zoothera atrigena,Lower_risk,Generalist,A,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,PartiallyMigratory,Yes,23.7,13.9,4.7,6.4,28.8,103.5,24.7,78.8,23.9,71,1,-6.59,-5.58,1,0,2,1,0.498913361,1.46139677,2647.66,65.3,2.533689913
Zoothera aurea,Lower_risk,Generalist,PI,CP,G-S-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Migratory,No,29.9,17.4,5.4,7.3,33.1,148.7,52.9,95.7,35,97.5,1,-9.11,64.37,2,1600,5,2,1.257847173,3.673435225,7500552.07,134.1,5
Zoothera dauma,Lower_risk,Generalist,E,CP,G-S-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Migratory,No,28.7,17.8,5.1,6.8,31.1,135.8,40.1,94.1,29.7,94.2,1,8.45,34.42,2,2680,5,2,1.302711125,5.297316866,2046341.73,134.1,5
Zoothera dixoni,Lower_risk,Terrestrial,IP,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,25.1,14.8,5.2,5.7,36.8,134.6,42.4,91.9,31.5,109.8,1,20.59,34.29,2,3200,3,2,1.055250147,4.305415532,975205.34,90,3
Zoothera everetti,Lower_risk,Terrestrial,I,CP,S,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,26.4,16.1,5,6.4,32.9,109,26.9,81.9,24.7,73.6,1,3.24,6.26,1,940,1,1,0.562341325,2.302585093,3523.43,81.9,2.933962264
Zoothera griseiceps,Lower_risk,Terrestrial,PI,CP,G-R,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,25.1,14.8,5.3,5.7,36.2,138.4,44,92.7,32.2,96.2,2,28,32.36,2,1170,1,3,1.14519514,3.78187234,64430.1,98.2,4
Zoothera heinei,Lower_risk,Terrestrial,A,CP,C-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,28.9,17.4,5.3,6.9,28.3,121.6,37.5,83.4,31,86.3,2,-33.49,-1.32,2,1700,2,2,1.024113689,2.564949357,469278.97,82.8,3
Zoothera heinrichi,Lower_risk,Insessorial,W,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,Yes,26.44052352,15.25993,6.041755333,7.487698889,29.33811911,123.9253936,28.62806844,96.51027022,22.94833578,102.3713328,1.0712,-5.757021162,0.116476987,1,1800,1,1,0.702258233,3.307088179,74422.2034,83.97883758,2.495759767
Zoothera imbricata,Lower_risk,Terrestrial,I,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,31.50476489,18.29257578,7.141318889,9.233702444,40.95874444,141.6585538,26.33121911,114.3552048,18.94485594,103.8898412,1.132042222,0.747029222,5.904456278,1,1200,1,1,1.704959932,6.1119107,6316.3,134.13,2
Zoothera lunulata,Lower_risk,Terrestrial,A,CP,C-S-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,31.8,18.7,6.2,8,33.8,133.3,36.2,95.5,27.5,108.3,1,-43.64,-16.29,2,350,4,2,1.143533857,3.303216973,578456.61,130,3
Zoothera machiki,Lower_risk,Terrestrial,W,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,Yes,24.6,14.4,5,5.8,31.8,113,30,82,26.8,86,2,-7.98,-7.1,1,500,3,2,0.547722558,2.174751721,3241.38,81.9,3.75
Zoothera major,Lower_risk,Generalist,P,CP,R-T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,Yes,Turdidae,Invertebrate,Forest,Migratory,Yes,28.8,16.2,6.3,8.1,38.5,160.1,58.4,101.8,36.4,110.5,1,28.11,28.53,3,300,1,2,1.231493032,4.258445573,723.01,172,3
Zoothera margaretae,Lower_risk,Terrestrial,A,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,PartiallyMigratory,Yes,22,12.6,5,5.8,36,89.5,13.5,75.5,15.2,64.8,1,-10.79,-10.44,1,300,2,1,0.4949232,1.223775432,965.95,65.3,2.933962264
Zoothera marginata,Lower_risk,Terrestrial,I,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,PartiallyMigratory,No,33.2,22.4,5.6,6.9,28.2,120.8,30.7,90.1,25.4,76.6,1,11.6,29.66,1,1350,2,1,1.126435863,3.786459782,939864.56,81,4
Zoothera mollissima,Lower_risk,Terrestrial,IP,CP,G,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Shrub,Sedentary,No,25.1,14.8,5.3,5.7,36.2,138.4,44,92.7,32.2,96.2,2,27.23,34.38,2,3200,4,3,0.930604859,3.845883203,358711.11,98.2,4
Zoothera monticola,Lower_risk,Terrestrial,I,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,42,28.8,5.9,9.1,33,135.2,33,102.2,24.4,85.2,1,14.06,32.26,2,2900,3,1,0.951597874,4.343805422,323451.38,126,4
Zoothera salimalii,Lower_risk,Terrestrial,PI,CP,G-R,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,25.1,14.8,5.3,5.7,36.2,138.4,44,92.7,32.2,96.2,2,26.06,29.1,2,2410,2,3,1.116175176,3.725906302,57810.3,98.2,4
Zoothera talaseae,Lower_risk,Generalist,A,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,PartiallyMigratory,Yes,23.7,13.9,4.7,6.4,28.8,103.5,24.7,78.8,23.9,71,1,-6.13,-5.49,1,920,1,1,0.562341325,0.587786665,2628,65.3,2
Zoothera terrestris,Higher_risk,Generalist,P,CP,G,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,No,23.82538911,13.32946511,5.052636202,6.328067333,32.00152556,124.0461213,34.84999178,90.34983962,27.91097578,91.01945089,1.547493333,24.72628876,38.68544427,3,1988.494942,1,2,1.134910763,3.830306857,1062807.789,92.41780193,5.013304083
Zoothera turipavae,Lower_risk,Terrestrial,A,CP,T,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Turdidae,Invertebrate,Forest,Sedentary,Yes,22,12.6,5,5.8,36,89.5,13.5,75.5,15.2,64.8,1,-9.83,-9.63,1,50,1,2,0,0.470003629,96.46,65.3,2.933962264
Zosterops abyssinicus,Lower_risk,Insessorial,F,CP,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Zosteropidae,Invertebrate,Woodland,Sedentary,No,13.3,6.9,2.7,2.9,16.3,57.6,9.3,48.5,16,44.1,2,4.86,21.94,1,3000,4,3,1.037801986,4.194189897,665331.72,9.4,4
